"Title","Place[Label]","Place[DBpedia abstract]","Place[DBpedia Page]","Place[Wikipedia Page]","Place[City]","Place[Town]","Place[County]","Place[State]","Place[Region]","Place[Country]","Place[Contained In County]","Place[Contained In State]","Place[Contained In Region]","Place[Contained In Country]","Place[Type of Place]","Place[Freebase Link]","Place[Yago Link]","Place[Geonames Link]","Place[Linkedgeodata Link]","Place[Rdfabout Link]","Place[Homepage]","Place[Latitude]","Place[Longitude]","Place[Coordinates]","Place[Location Source Information]","Free Text"
"Potsdam","Potsdam, Germany",,"http://dbpedia.org/resource/Potsdam","http://en.wikipedia.org/wiki/Potsdam","Potsdam",,,"Brandenburg",,"Germany",,,,,,"http://rdf.freebase.com/ns/m/0d331","http://mpii.de/yago/resource/Potsdam","http://sws.geonames.org/2852458/","http://linkedgeodata.org/triplify/node/240073179#id",,,,,"52.3941887, 13.072691",,
"Potsdam,Germany","Potsdam, Germany",,"http://dbpedia.org/resource/Potsdam","http://en.wikipedia.org/wiki/Potsdam","Potsdam",,,"Brandenburg",,"Germany",,,,,,"http://rdf.freebase.com/ns/m/0d331","http://mpii.de/yago/resource/Potsdam","http://sws.geonames.org/2852458/","http://linkedgeodata.org/triplify/node/240073179#id",,,,,"52.3941887, 13.072691",,
"Potter, Centre, Pennsylvania, United States","Potter, PA, USA",,,,,,"Centre","Pennsylvania",,"United States",,,,,,,,,,,,,,"40.7995427, -77.6765184",,
"Potterhanworth, Lincolnshire, , England","Potterhanworth, Lincolnshire LN4, UK",,"http://dbpedia.org/resource/Potterhanworth","http://en.wikipedia.org/wiki/Potterhanworth","Potterhanworth",,"Lincolnshire","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/047r15v","http://mpii.de/yago/resource/Potterhanworth",,,,,,,"53.185935, -0.42496",,
"Potter Hanworth, Lincolnshire, , England","Potterhanworth, Lincolnshire LN4, UK",,"http://dbpedia.org/resource/Potterhanworth","http://en.wikipedia.org/wiki/Potterhanworth","Potterhanworth",,"Lincolnshire","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/047r15v","http://mpii.de/yago/resource/Potterhanworth",,,,,,,"53.185935, -0.42496",,
"Potters, Lincolnshire, , England","Potterhanworth, Lincolnshire LN4, UK",,"http://dbpedia.org/resource/Potterhanworth","http://en.wikipedia.org/wiki/Potterhanworth","Potterhanworth",,"Lincolnshire","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/047r15v","http://mpii.de/yago/resource/Potterhanworth",,,,,,,"53.185935, -0.42496",,
"Potts Creek, Alexandria, Virginia, United States","Potts Ln, Purcellville, VA 20132, USA",,"http://dbpedia.org/resource/Purcellville,_Virginia","http://en.wikipedia.org/wiki/Purcellville,_Virginia","Purcellville",,"Loudoun","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010n45","http://mpii.de/yago/resource/Purcellville,_Virginia",,,,,,,"39.1920456, -77.7719561",,
"Pottstown, CT","Pottstown Expy, PA, USA",,,,,,"Montgomery","Pennsylvania",,"United States",,,,,,,,,,,,,,"40.1791584, -75.5148087",,
"Pottstown, PA","Pottstown, PA, USA",,"http://dbpedia.org/resource/Pottstown,_Pennsylvania","http://en.wikipedia.org/wiki/Pottstown,_Pennsylvania","Pottstown",,"Montgomery","Pennsylvania",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0_790","http://mpii.de/yago/resource/Pottstown,_Pennsylvania",,,,,,,"40.2453741, -75.6496302",,
"Pottsville, Schuykill, Pennsylvania","Pottsville, PA, USA",,"http://dbpedia.org/resource/Pottsville,_Pennsylvania","http://en.wikipedia.org/wiki/Pottsville,_Pennsylvania","Pottsville",,"Schuylkill","Pennsylvania",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0_bgg","http://mpii.de/yago/resource/Pottsville,_Pennsylvania",,,,,,,"40.6856456, -76.195499",,
"Poughkeepsie, New York","Poughkeepsie, NY, USA",,"http://dbpedia.org/resource/Poughkeepsie,_New_York","http://en.wikipedia.org/wiki/Poughkeepsie,_New_York","Poughkeepsie",,"Dutchess","New York",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01mc11","http://mpii.de/yago/resource/Poughkeepsie,_New_York",,,,,,,"41.7003713, -73.9209701",,
"Poughkeepsie, NY","Poughkeepsie, NY, USA",,"http://dbpedia.org/resource/Poughkeepsie,_New_York","http://en.wikipedia.org/wiki/Poughkeepsie,_New_York","Poughkeepsie",,"Dutchess","New York",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01mc11","http://mpii.de/yago/resource/Poughkeepsie,_New_York",,,,,,,"41.7003713, -73.9209701",,
"Pounding Mill, VA","Pounding Mill, VA, USA",,"http://dbpedia.org/resource/Pounding_Mill,_Virginia","http://en.wikipedia.org/wiki/Pounding_Mill,_Virginia","Pounding Mill",,"Tazewell","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/04cx42v","http://mpii.de/yago/resource/Pounding_Mill,_Virginia",,,,,,,"37.0753922, -81.7087247",,
"Powels Point, Currituck Co., N.C.","Powells Point, NC 27947, USA",,,,"Powells Point",,"Currituck","North Carolina",,"United States",,,,,,,,,,,,,,"36.158413, -75.856987",,
"Powhatan, Powhatan, Virginia, United States","Powhatan, 4, VA 23139, USA",,,,,,"Powhatan","Virginia",,"United States",,,,,,,,,,,,,,"37.5420931, -77.9188882",,
", Powhatan, Virginia, USA","Powhatan, 4, VA 23139, USA",,,,,,"Powhatan","Virginia",,"United States",,,,,,,,,,,,,,"37.5420931, -77.9188882",,
"Powhatan, WVA","Powhatan, North Elkin, WV 24868, USA",,,,,,"McDowell","West Virginia",,"United States",,,,,,,,,,,,,,"37.4006706, -81.4203809",,
", Powhaton, Virginia, USA","Powhatan, 4, VA 23139, USA",,,,,,"Powhatan","Virginia",,"United States",,,,,,,,,,,,,,"37.5420931, -77.9188882",,
"Powhaton, , Virginia, USA","Powhatan, 4, VA 23139, USA",,,,,,"Powhatan","Virginia",,"United States",,,,,,,,,,,,,,"37.5420931, -77.9188882",,
"Poynton, Cheshire, , England","Poynton, Cheshire East, UK",,"http://dbpedia.org/resource/Poynton","http://en.wikipedia.org/wiki/Poynton","Poynton",,"Cheshire East","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/04snsq","http://mpii.de/yago/resource/Poynton",,"http://linkedgeodata.org/triplify/node/227594687#id",,,,,"53.348654, -2.121572",,
"Præstø, Baarse, Øster Egesborg",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Præstø, Baarse, Øster Egesborg, Denmark","4735 Øster Egesborg, Denmark",,,,"Øster Egesborg",,"Vordingborg Municipality","Region Zealand",,"Denmark",,,,,,,,,,,,,,"55.040637, 12.018025",,
"Præstø, Baarse, Øster Egesborg, Skovhuse, nr. 34, en gård., Denmark",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Præstø,  Mønbo, Magleby, Mandemark, et Hus, 160, Denmark",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Præstø, Mønbo, Magleby, Mandemark, et Huus, 160, Denmark",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Præstø, Region Zealand, Denmark","4720 Praesto, Denmark",,,,"Praesto",,"Vordingborg Municipality","Region Zealand",,"Denmark",,,,,,,,,,,,,,"55.118313, 12.055145",,
"Præstø, Sjælland, Danmark","4720 Praesto, Denmark",,,,"Praesto",,"Vordingborg Municipality","Region Zealand",,"Denmark",,,,,,,,,,,,,,"55.118313, 12.055145",,
"Prague","Prague, Czech Republic",,"http://dbpedia.org/resource/Prague","http://en.wikipedia.org/wiki/Prague","Prague",,"Prague","Prague",,"Czech Republic",,,,,,"http://rdf.freebase.com/ns/m/05ywg",,"http://sws.geonames.org/3067696/",,,,,,"50.0878114, 14.4204598",,
"Pratt, Kanawha, West Virginia, United States","Pratt, WV, USA",,"http://dbpedia.org/resource/Pratt,_West_Virginia","http://en.wikipedia.org/wiki/Pratt,_West_Virginia","Pratt",,"Kanawha","West Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010x6s","http://mpii.de/yago/resource/Pratt,_West_Virginia",,,,,,,"38.2101042, -81.3840028",,
"Preble, Ohio, United States","Preble, OH, USA",,,,,,"Preble","Ohio",,"United States",,,,,,,,,,,,,,"39.7778251, -84.6897495",,
"Precinct, Chowan, North Carolina, United States","Chowan, NC, USA",,,,,,"Chowan","North Carolina",,"United States",,,,,,,,,,,,,,"36.1354131, -76.6181655",,
"Prenzlau","Prenzlau, Germany",,"http://dbpedia.org/resource/Prenzlau","http://en.wikipedia.org/wiki/Prenzlau","Prenzlau",,,"Brandenburg",,"Germany",,,,,,"http://rdf.freebase.com/ns/m/0206zm","http://mpii.de/yago/resource/Prenzlau","http://sws.geonames.org/2852218/","http://linkedgeodata.org/triplify/node/240122932#id",,,,,"53.3173433, 13.8633409",,
"Presbyterian Ch, Summerville, SC","Summerville, SC, USA",,"http://dbpedia.org/resource/Summerville,_South_Carolina","http://en.wikipedia.org/wiki/Summerville,_South_Carolina","Summerville",,"Dorchester","South Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/013kz_","http://mpii.de/yago/resource/Summerville,_South_Carolina",,,,,,,"33.0185039, -80.1756481",,
"Presbyterian Hom, e, Summerville, SC","Summerville, SC, USA",,"http://dbpedia.org/resource/Summerville,_South_Carolina","http://en.wikipedia.org/wiki/Summerville,_South_Carolina","Summerville",,"Dorchester","South Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/013kz_","http://mpii.de/yago/resource/Summerville,_South_Carolina",,,,,,,"33.0185039, -80.1756481",,
"Preston Co., W. Va.","Preston, WV, USA",,,,,,"Preston","West Virginia",,"United States",,,,,,,,,,,,,,"39.4372135, -79.6502105",,
"Preston Co., W.Va.","Preston, WV, USA",,,,,,"Preston","West Virginia",,"United States",,,,,,,,,,,,,,"39.4372135, -79.6502105",,
"Preston, Dorset, England","Preston, Weymouth, Dorset DT3, UK",,,,,,"Dorset","England",,"United Kingdom",,,,,,,,,,,,,,"50.645117, -2.419681",,
"Preston, Lancashire, England","Preston, Lancashire, UK",,"http://dbpedia.org/resource/Preston,_Lancashire","http://en.wikipedia.org/wiki/Preston,_Lancashire","Preston",,"Lancashire","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/0m7dd",,,,,,,,"53.763201, -2.70309",,
"Preston, New London Co., Conn.","Preston, CT, USA",,"http://dbpedia.org/resource/Preston,_Connecticut","http://en.wikipedia.org/wiki/Preston,_Connecticut","Preston",,"New London","Connecticut",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0rfvv","http://mpii.de/yago/resource/Preston,_Connecticut",,,,,,,"41.5200981, -72.0059092",,
"Preston, New London,  Conn.","Preston, CT, USA",,"http://dbpedia.org/resource/Preston,_Connecticut","http://en.wikipedia.org/wiki/Preston,_Connecticut","Preston",,"New London","Connecticut",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0rfvv","http://mpii.de/yago/resource/Preston,_Connecticut",,,,,,,"41.5200981, -72.0059092",,
"Primrose Plantation, Lowndes CO. MS",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Prince, Charles, Virginia, United States","Prince Charles Ln, Virginia Beach, VA 23452, USA",,"http://dbpedia.org/resource/Virginia_Beach,_Virginia","http://en.wikipedia.org/wiki/Virginia_Beach,_Virginia","Virginia Beach",,"Virginia Beach","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0mn0v",,,,,,,,"36.8596936, -76.0966157",,
"Prince Edward Is, Canada","Prince Edward Island, Canada",,,,,,,"Prince Edward Island",,"Canada",,,,,,,,,,,,,,"46.3448995, -63.4029817",,
"Prince Edward Is, Canada (Lot 20)","Prince Edward Island, Canada",,,,,,,"Prince Edward Island",,"Canada",,,,,,,,,,,,,,"46.3448995, -63.4029817",,
"Prince Edward Island, Canada","Prince Edward Island, Canada",,,,,,,"Prince Edward Island",,"Canada",,,,,,,,,,,,,,"46.510712, -63.4168136",,
"Prince George Co., Maryland","Prince George's, MD, USA",,,,,,"Prince George's","Maryland",,"United States",,,,,,,,,,,,,,"38.7849211, -76.8720961",,
"Prince George, Maryland, United States","Prince Georges County Police, 7600 Barlowe Rd, Landover, MD 20785, USA",,"http://dbpedia.org/resource/Greater_Landover,_Maryland","http://en.wikipedia.org/wiki/Greater_Landover,_Maryland","Greater Landover",,"Prince George's","Maryland",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0twq9","http://mpii.de/yago/resource/Greater_Landover,_Maryland",,,,,,,"38.9182649, -76.8764784",,
"Prince George, Prince George, Virginia, United States","Prince George, Bland, VA, USA",,,,,,"Prince George","Virginia",,"United States",,,,,,,,,,,,,,"37.2220383, -77.2856305",,
"Prince George's, Maryland, United States","Prince George's, MD, USA",,,,,,"Prince George's","Maryland",,"United States",,,,,,,,,,,,,,"38.7849211, -76.8720961",,
"Princess Ann Co., VA","Princess Ann Ln, Stuarts Draft, VA 24477, USA",,"http://dbpedia.org/resource/Stuarts_Draft,_Virginia","http://en.wikipedia.org/wiki/Stuarts_Draft,_Virginia","Stuarts Draft",,"Augusta","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010lf9",,,,,,,,"38.023842, -79.017746",,
"Princess Mary Hospital, Newcastle Upon Tyne","Newcastle Upon Tyne, Tyne and Wear, UK",,,,"Newcastle Upon Tyne",,"Tyne and Wear","England",,"United Kingdom",,,,,,,,,,,,,,"54.978252, -1.61778",,
"Princeton, Laurens County, SC","Princeton, SC 29654, USA",,"http://dbpedia.org/resource/Princeton,_South_Carolina","http://en.wikipedia.org/wiki/Princeton,_South_Carolina","Princeton",,"Laurens","South Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0_mcw","http://mpii.de/yago/resource/Princeton,_South_Carolina",,,,,,,"34.4970603, -82.287062",,
"Princeton, New Jersey","Princeton, NJ, USA",,,,"Princeton",,"Mercer","New Jersey",,"United States",,,,,,,,,,,,,,"40.3572976, -74.6672226",,
"Princeton, WV","Princeton, WV 24740, USA",,"http://dbpedia.org/resource/Princeton,_West_Virginia","http://en.wikipedia.org/wiki/Princeton,_West_Virginia","Princeton",,"Mercer","West Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010xwy","http://mpii.de/yago/resource/Princeton,_West_Virginia",,,,,,,"37.3662293, -81.1025918",,
"Princeton, WVA","Princeton, WV 24740, USA",,"http://dbpedia.org/resource/Princeton,_West_Virginia","http://en.wikipedia.org/wiki/Princeton,_West_Virginia","Princeton",,"Mercer","West Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010xwy","http://mpii.de/yago/resource/Princeton,_West_Virginia",,,,,,,"37.3662293, -81.1025918",,
"Prinston, Mass","Princeton, MA, USA",,"http://dbpedia.org/resource/Princeton,_Massachusetts","http://en.wikipedia.org/wiki/Princeton,_Massachusetts","Princeton",,"Worcester","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0v08j","http://mpii.de/yago/resource/Princeton,_Massachusetts",,,,,,,"42.4486111, -71.8777778",,
"Printon, Lincolnshire, , England","Prenton Close, Lincoln LN6, UK",,"http://dbpedia.org/resource/Lincoln,_England","http://en.wikipedia.org/wiki/Lincoln,_England","Lincoln",,"Lincolnshire","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/04jt2",,,,,,,,"53.2013631, -0.5735917",,
"Private Residence",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Probably in Wales",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"probably Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"PROBABLY PHILA., PA","Philadelphia, PA, USA",,"http://dbpedia.org/resource/Philadelphia","http://en.wikipedia.org/wiki/Philadelphia","Philadelphia",,"Philadelphia","Pennsylvania",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0dclg","http://mpii.de/yago/resource/Philadelphia","http://sws.geonames.org/4560349/","http://linkedgeodata.org/triplify/node/158326597#id","http://www.rdfabout.com/rdf/usgov/geo/us/pa/counties/philadelphia_county/philadelphia",,,,"39.952335, -75.163789",,
"Probably Yorkshire, England","England, UK",,,,,,,"England",,"United Kingdom",,,,,,,,,,,,,,"52.3555177, -1.1743197",,
"prob. Amherst County, Virgina",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"prob. Arkansas","Arkansas, USA",,,,,,,"Arkansas",,"United States",,,,,,,,,,,,,,"35.20105, -91.8318334",,
"prob. Cleveland County, Arkansas","Cleveland, AR, USA",,,,,,"Cleveland","Arkansas",,"United States",,,,,,,,,,,,,,"33.8658007, -92.2236667",,
"prob. Lebanon, CT","Lebanon, CT, USA",,"http://dbpedia.org/resource/Lebanon,_Connecticut","http://en.wikipedia.org/wiki/Lebanon,_Connecticut","Lebanon",,"New London","Connecticut",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0rfp5","http://mpii.de/yago/resource/Lebanon,_Connecticut",,,,,,,"41.636391, -72.2127255",,
"prob. Lynn, MA","Lynn, MA, USA",,"http://dbpedia.org/resource/Lynn,_Massachusetts","http://en.wikipedia.org/wiki/Lynn,_Massachusetts","Lynn",,"Essex","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0tz1x","http://mpii.de/yago/resource/Lynn,_Massachusetts",,,,,,,"42.466763, -70.9494938",,
"prob. Poughkeeps, NY","New York, NY, USA",,"http://dbpedia.org/resource/New_York","http://en.wikipedia.org/wiki/New_York","New York",,"New York","New York",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01mf5p","http://mpii.de/yago/resource/New_York",,,"http://www.rdfabout.com/rdf/usgov/geo/us/ny",,,,"40.7143528, -74.0059731",,
"prob Roaring Cr",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"prob. Schorndorf","Schorndorf, Germany",,"http://dbpedia.org/resource/Schorndorf","http://en.wikipedia.org/wiki/Schorndorf","Schorndorf",,"Stuttgart","Baden-Wurttemberg",,"Germany",,,,,,"http://rdf.freebase.com/ns/m/06x8l8",,,"http://linkedgeodata.org/triplify/node/240114974#id",,,,,"48.8015423, 9.52962",,
"prob. Virginia","Virginia, USA",,,,,,,"Virginia",,"United States",,,,,,,,,,,,,,"37.4315734, -78.6568942",,
"Promise, Wallowa, Oregon, United States","Promise, Wallowa, OR 97885, USA",,"http://dbpedia.org/resource/Wallowa,_Oregon","http://en.wikipedia.org/wiki/Wallowa,_Oregon","Wallowa",,"Wallowa","Oregon",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0zg5_","http://mpii.de/yago/resource/Wallowa,_Oregon",,,,,,,"45.8415331, -117.5440715",,
"Protestant Episcopal Church of,New York,New York","St George's Episcopal Church, Brooklyn, NY 11216, USA",,"http://dbpedia.org/resource/New_York","http://en.wikipedia.org/wiki/New_York","New York",,"Kings","New York",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01mf5p","http://mpii.de/yago/resource/New_York",,,"http://www.rdfabout.com/rdf/usgov/geo/us/ny",,,,"40.6861111, -73.9480556",,
"Providence, Providence, Rhode Island, United States","Providence, RI, USA",,"http://dbpedia.org/resource/Providence,_Rhode_Island","http://en.wikipedia.org/wiki/Providence,_Rhode_Island","Providence",,"Providence","Rhode Island",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0c1d0","http://mpii.de/yago/resource/Providence,_Rhode_Island",,,,,,,"41.8239891, -71.4128343",,
"Providence, RI","Providence, RI, USA",,"http://dbpedia.org/resource/Providence,_Rhode_Island","http://en.wikipedia.org/wiki/Providence,_Rhode_Island","Providence",,"Providence","Rhode Island",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0c1d0","http://mpii.de/yago/resource/Providence,_Rhode_Island",,,,,,,"41.8239891, -71.4128343",,
"Prudhoe, Northumberland, , England","Prudhoe, Northumberland, UK",,"http://dbpedia.org/resource/Prudhoe","http://en.wikipedia.org/wiki/Prudhoe","Prudhoe",,"Northumberland","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/01t90s",,,"http://linkedgeodata.org/triplify/node/343991446#id",,,,,"54.962199, -1.84723",,
"Psychiko","Psychiko, Greece",,"http://dbpedia.org/resource/Psychiko","http://en.wikipedia.org/wiki/Psychiko","Psychiko",,"Athens","Attica",,"Greece",,,,,,"http://rdf.freebase.com/ns/m/02fylq","http://mpii.de/yago/resource/Psychiko",,,,,,,"38.008211, 23.770595",,
"Public/Other","Other Barn, 5851 Robert Oliver Pl, Columbia, MD 21045, USA",,"http://dbpedia.org/resource/Columbia,_Maryland","http://en.wikipedia.org/wiki/Columbia,_Maryland","Columbia",,"Howard","Maryland",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0cy8v","http://mpii.de/yago/resource/Columbia,_Maryland",,,,,,,"39.2106459, -76.8469154",,
"Puerto Rico","Puerto Rico",,,,,,,,,"Puerto Rico",,,,,,,,,,,,,,"18.220833, -66.590149",,
"Pugwash, Nova Scotia, Canada","Pugwash, NS B0K, Canada",,"http://dbpedia.org/resource/Pugwash,_Nova_Scotia","http://en.wikipedia.org/wiki/Pugwash,_Nova_Scotia","Pugwash",,"Cumberland County","Nova Scotia",,"Canada",,,,,,"http://rdf.freebase.com/ns/m/01g6c8","http://mpii.de/yago/resource/Pugwash,_Nova_Scotia",,,,,,,"45.8496979, -63.661204",,
"Pulaski Co., KT",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Pulaski, Georgia, United States","Pulaski, GA, USA",,"http://dbpedia.org/resource/Pulaski,_Georgia","http://en.wikipedia.org/wiki/Pulaski,_Georgia","Pulaski",,"Candler","Georgia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0rtmv","http://mpii.de/yago/resource/Pulaski,_Georgia",,,,,,,"32.3901752, -81.9567837",,
"Pulaski, VA","Pulaski, VA, USA",,"http://dbpedia.org/resource/Pulaski,_Virginia","http://en.wikipedia.org/wiki/Pulaski,_Virginia","Pulaski",,"Pulaski","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010nsg","http://mpii.de/yago/resource/Pulaski,_Virginia",,,,,,,"37.0478982, -80.7797935",,
"Pulaski Wisconsin","Pulaski, WI 54162, USA",,"http://dbpedia.org/resource/Pulaski,_Wisconsin","http://en.wikipedia.org/wiki/Pulaski,_Wisconsin","Pulaski",,"Brown","Wisconsin",,"United States",,,,,,"http://rdf.freebase.com/ns/m/013twp","http://mpii.de/yago/resource/Pulaski,_Wisconsin",,,,,,,"44.6722157, -88.2426025",,
"Pulborough, England","Pulborough, West Sussex, UK",,"http://dbpedia.org/resource/Pulborough","http://en.wikipedia.org/wiki/Pulborough","Pulborough",,"West Sussex","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/06qkj9","http://mpii.de/yago/resource/Pulborough","http://sws.geonames.org/2639864/","http://linkedgeodata.org/triplify/node/18676047#id",,,,,"50.957304, -0.510671",,
